,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
252575200009,000178101500007,000245390800001,000088039900002,000085682400001,A1997XG74200016,A1995QL47200001,000230463300001,000222760500003,000236329900004,000075434700007,000074957800014,000238289600001,,,,,,,,,,,,,,,,,,
253283500033,A1996WK45900003,000170489900001,A1996UZ38000003,000172846900001,000181591400004,000226568200006,000173586600012,000222163200055,000232739200003,000224575400001,000186353800006,000235228000002,000071153200009,000224243400013,000075372700006,000180383400004,000240705500009,000222666600001,000234350000051,000222731300007,000186355100010,BCI200600134853,000220682000009,,,,,,,
254077200003,000180550600015,000077934800021,000172524500022,000176149800010,000181182500031,000179479700022,000086931500003,A1997XP01300001,A1993LV72300009,000233050900005,000233257000013,000169912200002,A1997YG73400002,000172160700009,000171379800006,000239530700012,A1996UL34400016,000075953900031,A1993LV72300012,000188050900010,A1984TG80300037,000079903200016,A1997XX77400026,000224817100027,A1997WZ77800027,000086278500005,A1993LV72300010,,,
254872500005,000186002400005,A1996UV29400038,A1981MS21500006,000243420500003,000236328000003,000184977300004,000222967700001,A1972M313200012,000075967500012,000179376900001,000165901900002,000186692200003,000220404300024,,,,,,,,,,,,,,,,,
256271100011,000244261300002,000180550600015,000087963600018,000241510400007,000241290200009,000239603500018,000176149800010,A1996UZ38000003,000179479700022,000170722700006,000086931500003,A1997XP01300001,000233050900005,A1996TT59000017,000233257000013,000223645000002,000172524500013,000254077200003,000172160700009,000234841200021,000233337000001,000251864000019,000243286800009,000248152400013,000246559500001,,,,,
256378200004,000228810900032,000079182500005,000237803800001,000243959100027,000251927500006,000236015000025,000248646500004,000222533300002,000241488100003,000221045300006,000232752500008,000240485400004,000254085300011,A1982PU70100006,000179031800002,000227628200006,000236522800022,000172171500003,000180725600010,000234764800005,000207200700003,000227392200017,000187462800011,000226676800023,000187132000006,000223181300014,000189208200003,,,
256697400002,000087506600022,000188084200002,000243600800001,000168517300010,000089033700012,000244894300003,000170204600045,A1996WC75100015,000251067900015,A1995TH58500008,000165384000018,000245668300027,A1995TJ37400001,000235046800004,000237516600005,000236767000001,000245812100003,000237516600002,A1997XV97800008,A1992HD97700001,000181034200006,000229463800007,000071604200052,,,,,,,
257639800012,000071831400001,A1997WF31200007,000172202500001,000172202600001,000253045800008,000071744100007,000234167700007,000177537400002,000179607900005,A1990EB71500014,000236328400004,000251514100004,A1994PU93400006,A1990EK59200006,,,,,,,,,,,,,,,,
259398500001,000229285200008,000233919500006,000088421300023,000170489900001,A1996UZ38000003,000167768900034,000171153800018,000181409800006,000184746600041,A1992HD97700001,000184770300014,000246819700011,000188794600001,000077949300007,000228760700010,A1996VA56400005,A1994PB27300040,000244494500009,000225717600007,000245136100016,000168789800004,000183824500019,000225411300004,000239853000005,,,,,,
260202500001,A1996TQ60000001,000085150100005,000071069300001,000088447000013,000083006500015,A1997XQ51100019,000181805600014,A1987L431600076,000234464300003,000185092500003,A1993MF32100048,A1973R068100027,000085150100006,000077870700054,A1996VX96900058,A1995RH66100028,A1993KY27200001,000087150800012,000071182800040,A1995TB31900018,A1990CP23700011,000183573600013,A1988R492900037,A1991ET44600068,A1989U008400059,A1984ST80800061,,,,
260656000020,000250843500008,A1996TV66900005,A1989AA12900003,000247483600006,000084252400003,000240705600288,A1979HZ72000002,000166197700001,000224807600005,000252286100007,,,,,,,,,,,,,,,,,,,,
261846800009,000233172000001,A1987J975100005,A1997YK78100003,000171526700003,A1996UZ45700001,000220612200009,000220677200010,000231086700009,A1957WW41900003,,,,,,,,,,,,,,,,,,,,,
263252500029,000243221500024,000247400500049,000173050500015,000076794900011,A1974T582100007,000187641100012,000242516200018,000248302200012,000237544300004,A1996WE74800003,000240942600008,000238795000008,000244420500005,000089669700001,A1996WE74800002,A1970G622700016,000262597800001,INE:14527345,000180095200003,000246300400021,000237241400026,000201860000067,000241069300033,000237210700018,A1980KN54100027,000225193100053,000238669600014,,,
264528600026,000244855700014,000173336900001,000233172000006,A1980KP50700003,000080785100009,,,,,,,,,,,,,,,,,,,,,,,,,
264632300012,000224388700002,000074859000008,000248314800005,000166197700001,000165067100006,000239605500010,,,,,,,,,,,,,,,,,,,,,,,,
264813400001,A1993KG53700013,000234868000006,000175522300015,000084682000003,000080973300006,A1995QF64000012,000224585500082,000189502500001,000225936600007,A1984SP93100011,000254067400026,000247978300006,000259768300018,000253225900010,A1997WL05800002,000257019600011,A1997XZ39600005,000075725600010,000171221000007,000072331500006,000075303100002,A1985AFX9800005,000167577800005,000167140900007,000238998403052,000233572400002,000233700100001,,,
265215700010,000207559400005,A1993MW87400008,000246339200007,A1996TV75700010,000265215700001,000189502500021,000231317000012,000187498700006,A1991GA13900008,000228525500010,A1992HQ52600003,,,,,,,,,,,,,,,,,,,
266393300012,000185510900009,000084896300069,000221775800008,A1971L030200009,000208884200009,000221900700002,A1997XC17300010,000185510900002,000240036000035,A1984TD49000004,000238162400003,A1982PP84800003,A1957WW41900003,000231117100020,000223398900018,000239475000005,000247365900001,000247365900035,000226300200006,A1983RA46000008,,,,,,,,,,
266500000018,INE:19004873,000188079000024,000237220600014,000086884000011,000243245400009,000181079700057,000255411400012,000243206800007,000234350000058,000248882400016,000221502400012,000228095500119,000236746200022,000242187800001,000226727200051,000258912700012,000188079000060,000235742700011,000238905700012,000229482300051,000076269400003,000252432100054,000261621600006,000236749400022,000243376800006,000083638600048,000174654200013,000252545400153,000245243100007,000247907700001
266719400053,000182143500003,000241191700033,A1995QE45300017,000255830200011,000185031500010,000222125600019,000241243800015,000226337200015,000188730500022,000244715100013,A1994PP71300004,000237314200023,A1992HG67700045,000258471500007,000252154200002,000252154200004,000250575700016,000178639700032,000235897000026,000174848300011,000085044900009,000222418300020,000252154200035,000184620000062,000236142800007,000172541200022,A1996VT08700027,000245214900001,,
266979300001,A1990DM21300005,A19656124600011,A1978FL01100002,A1996UG84800002,000080842200032,A1990ED16700008,A1997XW95000007,A1951UM02000001,000084855100002,A1984SH35000001,A1985AAY2800011,000079660300001,000184301600004,000168986400006,A1992HF27600002,A1997XM69300005,000180520100073,,,,,,,,,,,,,
267437300012,000229586900012,000222723400020,A1995QE08000014,000244197900001,000256847100009,000256056100025,A1994NU00100005,A1996UD02900001,000245566200004,000222129900022,000221403500008,A1997XT05700011,A1997XX31700001,000227130000009,000173109000009,000248768900006,A1951UM01800005,,,,,,,,,,,,,
269527600006,A1994NN78800006,000230850100001,000172344700002,000166630000005,000165309200002,A1993LX23200006,A1995RZ83500004,000231159400001,000071618100003,000234388100012,000187786000013,A1997YC37500015,A1995RZ87100007,A1995RK37500008,000184747200003,000090028400003,A1995TB35600009,000243952100002,000260516300017,000226469500007,000248283800002,000241456100005,000258879800003,000174519400015,,,,,,
270824100001,000236330700003,A1989R697100004,A1995RZ70200001,000184183500003,A1994NG53800005,A1995RT60600002,A1993KZ16900001,000087454800006,000239308600057,A1989AN72200005,000176400300001,000237698100002,,,,,,,,,,,,,,,,,,
271354900005,A1974U921700011,A1969E805700007,000245052800010,000170489900001,A1996UZ38000003,000222869600003,000224706300004,000263584100081,000087371500002,000236850500001,A1990EA04200005,A1996VV17500011,000075372700006,000171595200001,000252013400002,000259360500010,000246306200002,000265341700012,000260059700009,000256430900007,000175976200058,A1982NR45800001,000220756400006,,,,,,,
272067600028,000230676700014,A1995RX75100008,A1997YJ80700003,000076132400002,000237145800012,000170437200016,000183568900006,A1996UV56700002,A1997YJ80700004,000240648300054,000235534400034,000259927400006,A1983QU74700021,000248152400013,000230406000042,A1993KE73000002,000237601500001,000254107100004,000249042800009,000188041500028,000229472100001,000249990700011,A1997YJ80700002,000234581400006,000182080300015,A1996UQ76900001,000222800200007,INE:14728216,,
275995000012,000261801800038,000085014800003,000251292000030,000253467003305,A1980KL46800011,A1981MY71600012,000252532300007,000183267800013,000229850800009,A1995TN66600003,000238998403051,000253467003082,000267701800004,A1989T854100044,000246895000001,000207466000006,,,,,,,,,,,,,,
278663600009,000252390800024,000176442700012,INE:18828497,A1996VL10200003,000084820200049,000180942700027,000169967100011,000180571000008,INE:15029579,A1992JH51300083,A1992JT99500003,000258162000003,000180394000003,000260610800010,000170728900003,000221269000003,A1997XJ86500005,000175975700010,000224279200009,000266595800015,000269742000014,000235668200002,A1985APT9800006,000267405200009,A1989AG68900007,000235686600004,000167851600009,000256549700010,,
288120400064,000258561200009,000181482600023,000224084800012,000184225800005,000273696900018,000277175100003,000180791100015,000238961000071,000182808300042,000081865000064,000264936800038,000253777900015,000089109200056,000235353100081,000173262400014,000078484900001,000236661000004,A1995QG66600002,000250683600004,000234417600073,000259379900002,000272598900004,000167987200022,000275328800002,000266530600007,A1993KQ12300014,000282717000015,000271944800028,000175637300012,000248825900024
288371400002,000071831400001,000236330100012,000223579500014,000245627600001,000237359000003,000083963600003,A1971I262700010,000222760500003,000079444800002,,,,,,,,,,,,,,,,,,,,,
290054200017,A1991EW46800002,000288045700008,000260518500008,000274798000013,A1995QA72100012,000275615800005,000179732400023,000250473000001,000227611000008,000187885700002,A1960CCC3600004,000236331400001,000237521300013,000284394700007,000285059500006,000261482600004,,,,,,,,,,,,,,
290081900002,A1974U921700011,A1997XT98500002,A1995RZ70200001,000236567700001,000236331700003,000180520100020,000221578000024,000238394700008,000251906900008,000239790000002,000290081900040,000248585400017,000262636800010,A1992KC62300004,000242363400010,A1993MR17800005,A1994NG53800005,A1990EL12500008,000183568900006,000182789400009,000221578000018,000241536900017,,,,,,,,
291913700003,000074442300006,000082260700002,000184535600005,000176741000007,000174820800011,000263980100004,000271765500001,000285884100025,000220579200007,000226188800003,000222533300002,000168218900002,000272777800007,000279259900008,000276418200009,000228783000018,000230396600008,000183427400005,000082861200005,BCI200510113537,000265798600002,000275119700005,000252274400011,000277143200003,000255613300018,000255731500013,A1996UL52100002,A1996VJ65400008,000177797200002,
292325300059,000222273100082,000265825600008,000252545400060,000085780300008,A1997XM40600003,A1995RX35400003,000276399100032,000252545400037,000268449500002,A1997YG32000012,000233046100022,000274231500008,000169225800001,000183694300001,000084001200004,A1987K023400023,,,,,,,,,,,,,,
293672600006,A1997BJ19F00001,000086884000011,000182046300013,000188079000060,A1997WL60600009,000263980100004,000249611200017,A1995RT28500002,000222533300002,A1995QU31400029,A1994PE09800016,A1989AF18600081,000079066100004,000168218900002,A1995RE25800005,000249794600001,000260197200015,000287681300025,000254137000001,000279259900008,000276418200009,000265798600002,000258817900017,000274798900015,000088508500026,000275119700005,000264211600006,000227241200008,000263854900003,
296512200043,000170489900001,000243456300055,000277175100003,000281656800019,000235870400041,000261906200025,000273715000006,000281287600033,000284831900004,000264933000001,INE:12942886,A1984TN98700007,000273901700001,000282057200001,A1997XV12700014,000237520400009,000282779400001,000226726300018,000282261300006,000222439200032,000275252400013,000228134400011,000276582300002,000285922600007,000246696500014,,,,,
300517700024,000188924400008,A1995TF98500002,000274448200002,000170489900001,000395607400047,000261993100020,000076132400002,000236638000001,000256986400022,000265716000002,A1988N022100006,A1960CCC3600004,A1991GE60700003,A1995TD96700007,A1995RX35400003,000185170500002,000276747400004,000234906500001,000271443000003,000221403500008,,,,,,,,,,
300845400004,A1986G057400001,000238319400016,A1995RX35400003,000085870000004,000277836500002,000232180200004,000173993100003,000285547100024,000271436600003,000262817100004,000283509600008,A1986D759000001,,,,,,,,,,,,,,,,,,
301506500008,000249316000056,000235801900001,000170489900001,A1996UZ38000003,000269293000035,000181591400004,000258532102218,000262636800009,000284360000009,000227471500006,000075372700006,000242163900005,000185334000002,,,,,,,,,,,,,,,,,
302158800014,000261404600004,000265681200038,000292766500006,000291907600009,000232273600012,000281568800043,000284113100015,000250933300020,000208758100004,,,,,,,,,,,,,,,,,,,,,
327720200001,000235596200009,000259198900010,000304608100004,000254140400008,000267156900001,000302388200045,000280403600013,000257275300003,000321869500003,000232173100301,000184441600016,000228326300006,000256053701151,000241446400087,,,,,,,,,,,,,,,,
331922800003,000256053700037,000227055000004,000074383600004,000071321500008,A1996VQ15700032,000253028600004,A1994NG53800005,000238626600011,000071153200009,BCI200510113537,A1994BC91G00031,000236328400005,,,,,,,,,,,,,,,,,,
341570800001,A1996UD41700002,000291137100003,000318838200006,000222701700001,000283721000111,000273875100095,A1994NE24500001,A1997XW54200003,000269013000004,000268010900008,000250339000045,000305230400002,000311562600024,A1997WM88500002,000165404700001,000180520100085,000259571400002,,,,,,,,,,,,,
341593600009,000331460500009,000342228100013,000315588000013,000072248600008,A19622557C00002,A19622557C00003,000295106000018,A1995RX35400003,A1994NR36000020,A1988Q390700004,A1990DV10300001,000307842500008,000311666200044,000330009800005,000295106000015,000331460500010,000331851700011,A1970F898700005,000345629000014,000224941900171,000236215200005,000238865200004,000302097000018,000285805800014,000260066100047,,,,,
79411900004,000077067700003,A1987G482800001,000077067700009,A1994NQ07100003,A1992HW87200001,A1991GU06800002,A1991BU57W00020,A1991FW06100004,A1997WM81900009,A1997WM81900008,A1997BJ73Q00005,A1995QL67700004,A1997XJ11600006,000075186300002,A1997XA75800002,A1997BJ73Q00003,A1969Y550700010,A1993KM78700002,000079411900003,,,,,,,,,,,
79419200009,000072572100032,A1995QV41000005,A1996VC30300057,A1997YF44700015,A1996VM68100052,A1992JW79800083,A1994NA89000014,A1996UV29900071,A1996TP88900066,000074654400004,A1995QP61200002,A1997WQ16300002,000072281000028,A1986AXS3100026,A1992JU51200011,A1992HG93300014,A1995QV93000069,A1996UV92000025,A1996TZ98100020,000071326100058,A1996VT05400047,A1996UV92200022,000076222200027,000072572100031,A1996VT05400130,A1996TR59500007,A1996UM40600029,A1996TQ24200001,,
80941900005,000072813500001,A1995RX35400003,A1968C369800003,A1995RU56900003,A19656586500012,A1995QN84400002,A1993LE96800006,A1990EL36600025,,,,,,,,,,,,,,,,,,,,,,
82687200004,A1997WF57100001,000074917200005,A1995RW25500002,A1979GL00300001,A1992JB89600007,A1989AV32100015,A1995QE45300011,A1994MV58500009,A1990DM84700003,A1986D499600007,A1983RG90600003,A1990DP71200032,A1995QW24800003,A1992HR45300007,A1994NH88500001,A1983QY92900012,A1981MJ08100006,,,,,,,,,,,,,
86628800017,A1986F340700014,000200604300007,A1974R968600041,A1993MB94500003,,,,,,,,,,,,,,,,,,,,,,,,,,
88504900020,A1991FB85800014,A1986E608500003,A1994PG54500002,A1995RX35400003,A1991FB85800009,A1990EC03500005,A1997YE90500014,A1995TL12300002,000075031800013,A1995RP90400016,000080785100009,000079131800003,,,,,,,,,,,,,,,,,,
89321500010,A1970F624500013,000080990000007,000074947400004,A1986C118500025,A1982PG11100006,A1989U374600002,A1987L081200002,,,,,,,,,,,,,,,,,,,,,,,
A1968A895300003,A1968A534800034,A1959WX53200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1991EX65200004,A1990CP99200003,A1975AK46300007,A1989U790300005,A1987J883900005,A1982QC29600001,A1987J675000001,A1985AMS4600004,A1988P644500074,A1964XF68600001,A1980KE58800012,,,,,,,,,,,,,,,,,,,,
A1992HZ47600008,A1990DK92500001,A1978FF95000004,A1986F340700020,A1992HZ47600009,,,,,,,,,,,,,,,,,,,,,,,,,,
A1995PV15500005,A1988M523800008,A1969E849900002,A1982NJ81300003,A1991FT00100001,A1982PF11300005,A1993KV18200012,A1960XF69700004,A1986E897800003,,,,,,,,,,,,,,,,,,,,,,
A1995QG40700008,A1991EW46800002,A1983RW11600002,A1992KB70400002,A1994NJ37700010,A1987H210200014,A1981LC88200001,A1990CQ40300015,A1990DV76300005,A1978FK03300013,A1991GM99700005,A1988R141400002,,,,,,,,,,,,,,,,,,,
A1996VU55300003,000200604300007,A1993LK64400009,A1992KN76300017,A1994BC17S00088,A1993LP11600007,A1990DG60600012,A1974V229300023,A1987K139100001,A1985AFX0900011,A1992KN76300013,A1995QJ76100004,,,,,,,,,,,,,,,,,,,
A1996WK31000002,A1992JK35300005,A1970F624500013,A1990BQ27B00024,A1977DM46400001,A1993MK45100014,A1994NP58700003,A1984TJ16200020,A1986D499600007,A1983RG90600003,A1951UH04500003,,,,,,,,,,,,,,,,,,,,
A1997XB16300006,A1994NV69700001,A1992HG43100003,A1983QB36800026,A1993LG46600004,A1987F937400004,A1989T574400003,A1987M624800001,A1983QT81500006,A1991GJ60000015,A1993KL35600002,,,,,,,,,,,,,,,,,,,,
A1997XQ61800019,A1992BX63U00029,A1992HV46600002,A1992KC95800010,A1993BZ64D00037,A1991BX66S00004,A1982PS52600004,A1991FZ34800001,A1993MK54800003,A1994QD47300008,A1997WH91900012,A1997WW39900046,A1997WW39900047,,,,,,,,,,,,,,,,,,
