,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
221578000022,000170100300004,000079369600033,000083882600019,000077930100002,000174247500001,000175514000013,000182665100017,A1990EQ40600007,A1989T157400011,000170371200010,000174348100026,000176054300036,000165296000046,000176503000002,000087976700018,,,,,,,,,,,,,,,
222175600003,000169200700043,000182470200003,000169052000002,000175570200009,000183284500002,000179978200003,A1991GE08500014,A1992JJ79400002,000169084700003,A1993LM68300050,000072089500050,000168478300039,A1989DQ48800016,000176055800007,A1996UR09300033,A1992JJ79400006,A1996UL86900006,A1995UL12900002,A1989CE06300004,A1957ZW10300036,000071220600007,000076275300008,,,,,,,,
222760500003,000175225900004,000076101100004,000171891800058,000180520100045,A1996UL25900006,000171891800063,000083963600003,000171891800030,000175010700029,000173337000002,A1972N428800002,A1971I262700010,000180520100098,000171501800017,000078344100012,000087725000010,,,,,,,,,,,,,,
223999500007,A1992HF68300010,000176025300001,000166612900001,,,,,,,,,,,,,,,,,,,,,,,,,,,
224586800001,A1991BU53G00084,000170961300011,000171765900003,A1988N901200005,A1995TD20000009,000188216500006,,,,,,,,,,,,,,,,,,,,,,,,
224849400013,000169592700024,A1995RX35400003,000167506800007,A1988Q667900015,000083477800002,000078344100014,A1993LH39600017,,,,,,,,,,,,,,,,,,,,,,,
226864100013,A1990DQ71100017,A1995RX35400003,A1995RL80200012,000174519400014,000173109000009,A1968A859900011,000175106200004,,,,,,,,,,,,,,,,,,,,,,,
228124200001,A1994NZ38000007,A1966ZJ99100010,000181999700009,A1993MH65900012,A1994NE34800008,A1996VR27800002,A1992JC70300006,A1996UM79700010,000082372100007,A1988R019700012,A1991FZ15900009,A1993KP75300005,A1985ACW0500016,,,,,,,,,,,,,,,,,
228195500002,A1983SC59500020,000172202600001,000228195500007,000228195500008,000222838300003,000180358500038,000084749000004,000087802600003,000228195500004,A1996UJ31200001,000180358500040,000221461500007,,,,,,,,,,,,,,,,,,
231268900006,000079369600033,000179567800003,000184382700007,000221578000018,A1989U244700020,000077715700006,000209671700001,000087976700004,000184624500002,000165048700075,000221578000022,000167886700001,000184382700018,000087976700015,000083288900002,A1979GJ46000002,000087976700016,000166570900002,A1997YE48400006,000176054300036,000184382700028,000176503000002,,,,,,,,
231291900022,000072248600008,A1997YF22800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231891300007,A1996UZ38000003,A1994NU00100005,000180520100069,000180520100047,A1977DM46400001,A1997BH93C00081,000185571500006,000085960100002,000223093700001,000089853000067,000168636400001,A1994PF41500014,,,,,,,,,,,,,,,,,,
232138800005,000175086000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232377200005,A1993BZ56M00036,A1994NM63100079,000171563200002,000175025400003,,,,,,,,,,,,,,,,,,,,,,,,,,
233015300008,A1996VW20800005,000176660700007,000086743400008,000075964600002,A1994NR06400006,000224491800006,000178983800022,000175586300006,A1997YD82500007,000167921900014,000182070000002,,,,,,,,,,,,,,,,,,,
233172000004,000174574100007,000074947400002,000186833000086,000076263700001,000176446100011,000080990000001,000173336900003,000170817300007,,,,,,,,,,,,,,,,,,,,,,
233938200005,000176025300001,000181638700004,000083105900017,,,,,,,,,,,,,,,,,,,,,,,,,,,
235958400017,A1997WX18200010,000231408600002,000072248600008,000236952300001,000175562000011,000220612600001,000083169000001,000173586600011,A1995RX35400003,000222760500001,A1997XT05700011,000089669700001,000220612600003,000083346800004,000175562000012,000174466800001,000180520100056,A1996WB18500006,000221777200008,000223519100013,,,,,,,,,,
236328000003,000186002400005,000072499800003,000076132400002,000177115100002,000082372100008,000177640500008,A1997WM88500002,000084828100005,A1979HC93400001,A1994BC05K00087,000078344100011,000184977300004,A1997BJ90C00144,000075130700081,A1992HX54600002,000089321500013,,,,,,,,,,,,,,
236329600009,000078492800004,A1950UN76900001,000073614000003,000221043500005,000087116700006,A1997XW54200002,A1980JK21900004,A1997XW54200003,000085682400001,000180520100154,000236326900001,000226691300009,000187039200003,,,,,,,,,,,,,,,,,
236330700003,000087116700006,000222264700009,A1997WU41600002,A1997XW54200003,A1989BQ08K00007,000085960100002,,,,,,,,,,,,,,,,,,,,,,,,
238394700008,000179567800003,000221578000024,000182789400009,000087976700003,000221578000018,A1988R311200005,000170928300004,000224534000008,000221578000022,000184382700018,000080886000001,000184382700023,000165777900007,000174584500001,000080394800003,000176503000002,,,,,,,,,,,,,,
238950800004,000076132400002,000229417500007,000229417500008,000182939400008,000165995800050,000074957800014,000089321500013,000165995800049,,,,,,,,,,,,,,,,,,,,,,
239814600004,000222701700001,A1977DM46400001,000180520100085,A1997XT05700011,000173114000001,A1988P002200001,A1991GC98200033,000085960100003,000175267600001,,,,,,,,,,,,,,,,,,,,,
241195700004,000225309500009,000186002400005,000078344100019,A1996UZ38000003,000185460800010,000075434800003,000177640500008,000236328000003,A1997WM88500002,000182961300012,A1997WK72800009,000171873700001,000071321500009,000222605100001,000179444600012,,,,,,,,,,,,,,,
241626200001,000230427200014,A1969C908300011,000202492500023,A1992JE45700007,000184382700005,A1994PE09100016,000079369600033,000078968500011,A1990CH45900001,000084581800051,000165717000031,000227014100001,INE:14624244,000083882600019,000223556600004,A1981MS97800006,000234174300068,000179041300020,000234015300019,A1985AGC7000063,A1986C702400001,,,,,,,,,
241933600015,000227882500020,A1996UZ38000003,000076132400002,000229586900012,000171501800007,000182747700005,000230795700015,000234946000012,000188542800023,000174519400014,A1968A859900011,000176438800009,000223296300019,000075130700091,A1994PF41500014,000085301000011,,,,,,,,,,,,,,
241958000004,A1997XU79300002,000088444600002,000224415600006,000221644600047,000181079700088,000232421000011,000230271400061,000077860700001,000222273100050,000188533600015,000232829100024,000229934600004,000168053800009,000174171300010,000183832900117,000177998100032,000226524300109,000179951800018,000166360300086,000183395500003,000073663600047,000167820300004,000235432400017,,,,,,,
242735300022,000230211100020,000237601500018,A1977DM46400001,A1973P259500025,000225811800026,000185079000003,000184485400069,000176119300016,000176119300018,000229929100011,000230676700019,A1958WW94800002,A1977DJ19400011,A1995RA10400045,000237601500019,A1992KH71800001,,,,,,,,,,,,,,
244886900010,000230427200014,A1969C908300011,000202492500023,000230352100015,000236567700001,A1992JE45700007,000079369600033,000078968500011,A1990CH45900001,000241626200001,000165717000031,A1981MS97800006,000234174300068,A1981MH43500001,A1985AGC7000063,A1986C702400001,A1981MG37400011,A1988R311200005,A1969C650500032,A1993LR30000013,,,,,,,,,,
244972700019,000172869700002,000235872700001,000233849400012,A1995TH64300013,A1989AG04000063,000235589600007,000173159300033,000186058200006,000230427700031,000072384400017,000167930300015,000188541700010,000188796800024,000231531300011,000228810500045,000170659500004,,,,,,,,,,,,,,
245518500009,A1996UV95500007,000220921000001,A1994NU00100005,A1996UD02900001,000173336800003,000178554700008,000173535700001,000078629100019,000175214500007,A1993LV22600003,000087897800106,000086204000001,000178083500007,,,,,,,,,,,,,,,,,
248139800009,000172567000002,000170489900001,A1987F779300010,000089942800060,A1990DK92500001,000174462900017,000223821900001,A1996BF68Q00013,000169358400005,,,,,,,,,,,,,,,,,,,,,
248585400017,000202234500017,000087976700007,000221578000024,000238394700007,000238394700008,000184382700007,000239790000002,000178333700013,000182789400009,000225309500092,000221578000018,000241536900017,A1980JJ57200003,000166570900003,000201539400010,000225461801140,000077715700006,000183994900005,000229312900024,,,,,,,,,,,
249795600007,000222264700009,000071615500036,000241933600015,A1993ME12200007,000234898700020,000229586900012,000222723400020,A1993LH91900007,000082627400014,A1977DM46400001,000187954300007,000173109000009,A1968A859900011,000173296500010,A1997XL04900024,A1996VK90000006,,,,,,,,,,,,,,
250087900014,A1994NW88100004,A1995QL76100006,000168641000001,000072791200005,000176289900001,000174519400014,000184090800007,000079611200001,000174574100002,000188464600054,000086473800007,A1997YC62100005,A1970G277800003,000230925500063,000237018500055,A1986E327500055,000241169800004,000236991100001,000170643300008,000240381100011,000187181700003,,,,,,,,,
251871700010,A1987F547100018,A1992JD58000003,A1994MX91300006,A1996VQ27600003,A1997YG44700006,000176030100026,000178258000002,000169767500021,A1977DL05600010,000221435100011,000175903900012,A1992HJ57800031,A1988N427300007,000230329900015,A1994ML55700009,000234662800015,000078495200050,,,,,,,,,,,,,
252164300012,000184382700003,000079369600033,000221578000026,000089250900003,000236331700010,A1977DV87500006,A1988R311200005,000238394700015,000221578000029,000243122900009,000229312900024,000240886500007,A1992HZ47600010,000170371200010,000236567700007,A1990CT38700003,000236567700008,000227747000011,A19657020600043,000236519000004,A1988Q348200013,000174986900008,000176503000002,,,,,,,
253241800022,000231159400001,000180550600015,000087830000007,000241290200009,000175891300014,000239603500018,000176149800010,000181182500031,000182489600034,000179479700022,000226923100003,000086931500003,A1997XP01300001,000228383500014,000233050900005,000233257000013,000172524500013,000235755400003,000169912200002,000172160700009,000171379800006,000233337000001,000251864000019,000243286800009,000221941400016,000229816900008,,,,
256504400007,A19656124600011,A1950UN76900001,A1975AU71300001,000183371600004,000201316100026,000250005000007,000076132400002,000076050100006,000232011900002,000075434800003,,,,,,,,,,,,,,,,,,,,
258243000006,000081744000001,000253077800001,000237686000001,A1994NV10700007,000221411000001,000253077800003,A1994QX01100021,A1980JU39200005,000226202300004,000167321200005,000242276900011,000239471300013,000088551000003,000088050000007,A1985AVM6600022,A1996TU31400017,000245390700010,000242869700012,,,,,,,,,,,,
258349800007,000228940700011,000248169700005,A1995RF22400001,000186811300004,000236806800003,000235862300011,000253238900008,000256568600003,000240091500046,000224586800001,000244803400007,000234675800010,000226996100004,000234882600009,000233776200005,000242194600003,000221836100004,000228631500006,000087112900013,,,,,,,,,,,
261340000041,A1983QK81700040,INE:14624244,A1968A653500002,000250577600010,000244886900006,A1975AS37900001,A1973P074300002,000085633200055,000238979700039,000238394700016,000250900300055,000243532900034,000241701500043,000087976700010,000226037100007,000081225200028,000187964500043,A1985ARE2300009,000232874300008,000222501000057,000177208100008,A1991FY98300007,A1996TP51900034,000174437300010,000174348100026,A1994NK23700022,000177720800002,000176054300036,A1978EY10200010,
261906200049,A1997XU79300002,000241586900002,000223220300008,000221470300006,A1995RX35400003,A1983QK61400047,A1984SA44700035,000253138600024,000238905700017,000072310200006,INE:15130847,A1994MZ65200006,000087486200004,000183195000001,000228058100002,000176036300002,000176776100004,000172465500005,000170621800002,000167792000020,000183063800001,,,,,,,,,
263935100009,000231988200012,000246379800005,000207735400001,000173907500085,000187353300004,000228050800022,000187353300002,000241598400087,000172567000006,A1990DX15600001,000183042800009,,,,,,,,,,,,,,,,,,,
264144500005,000166197700002,000172029100026,000224689600017,000176461600001,A1997XK38400003,000220756400001,,,,,,,,,,,,,,,,,,,,,,,,
264630500020,000081389200006,A1997XE56500009,000170489900001,A1996UZ38000003,000176025300001,000173918200002,000223605500073,000245601900110,,,,,,,,,,,,,,,,,,,,,,
264874700004,000260518500008,000178715400004,000185074300080,000225040600088,000179732400023,000250473000001,000185099300002,000227611000008,A1960CCC3600004,A1993MH14900002,000236331400001,000240797500004,000227747900005,A1988R296800023,A1979JY78700003,000226358200001,A1980JP21700001,000235725500006,A1970F825100010,000253879700005,,,,,,,,,,
266606400002,000222244300005,000252545400035,000237319300024,000257564800019,,,,,,,,,,,,,,,,,,,,,,,,,,
268036600035,A1986E483900009,000073484300041,000175592100060,000178997300008,000345129700011,000264044300007,000240746600060,000252867700004,000250863500012,000183845800110,000188205300001,000245812200001,000264815900003,000238848100043,000260279400007,000239213000003,000181668100002,A1989R707700002,000239069400003,000249403600002,000257992200021,,,,,,,,,
268379400005,A1997WC02200041,000087725000008,A1983RP11900034,A1969D138200015,000244691500002,000247277900005,000237234700011,A1995RT60600002,000251613500004,A1996VV46700010,000251306600012,000178083500003,000256271700019,000243319900006,000261480800004,000250921500006,000229929100011,000253090900020,000166709800014,000258016300027,000225417800001,000233961700045,000267168800025,000261480800003,000225540000005,000188068100043,,,,
268756800012,A1993LM87300023,A1988Q390700004,A1990DV10300001,000227407500004,A1987L307700009,000241044700055,000188398400004,000181820400003,000233166400041,000238865200004,000249908400047,000242602300047,000220567900039,000183421400010,000232262900023,000241933100006,,,,,,,,,,,,,,
273339800012,000221411000001,A1989AT49300003,000238865200004,000242602300047,000279925100014,000261643700041,000232196000016,,,,,,,,,,,,,,,,,,,,,,,
275662900002,000222864400043,000182530600005,000167366100008,000237100300002,A1994NP14100013,000227569300003,000239471300013,000165995800049,000261846800002,000241988300004,,,,,,,,,,,,,,,,,,,,
276191200010,000220923200007,000265555000001,000264654000006,000259792100001,000247424200020,000170489900001,000268723700040,000240112100016,000251368800051,000251432800007,000265121700004,000084377500001,000251432800003,000253124800013,000272067000031,000255239600037,000265818900005,000255239600038,000270213800029,000251949800035,000264226300006,000262654900001,000263344300001,000084790800013,000229105700014,000170479900003,A1990EF29100026,,,
278219200004,000230052300003,000228940700011,A1996VV21800003,000186811300004,000077618500003,000171913200004,000077102100003,000236806800003,000235862300011,000249678400015,000224586800001,000071321500009,000165979100008,000232355300010,000225453400007,000177312500001,000174523500005,000232188600072,A1997XW22000010,,,,,,,,,,,
283721000258,000237977900003,000079753100003,A1990DX15600001,000173588300006,000233934600022,A1991EZ29800001,000081762700001,A19656863800017,000175267600001,,,,,,,,,,,,,,,,,,,,,
284231100013,000257760700002,000246379800005,000261404600004,000265681200038,000234663500004,000297739800012,000265968100007,000254662900009,000258004700009,A1984AAL5700014,A1992JD26200002,000232273600012,000268586100135,,,,,,,,,,,,,,,,,
285805800014,000072248600008,A1995RX35400003,000268756800012,000270824500003,000083121200061,000236215200005,000238865200004,000260066100047,000249908400047,000242602300047,000232262900023,000241933100006,000256127100020,000229700900004,000267865200022,A1986E327500055,,,,,,,,,,,,,,
288215200035,A1991FX73300006,000076909200054,000274379800003,000262119300002,000239648200008,000275605900004,000267581400002,000286560500007,000188205300001,000245305000002,000245764200001,000240568800007,000281099600010,000233880800002,,,,,,,,,,,,,,,,
290081900040,A1997WG25900013,000277935900009,000236567700001,000180520100020,000251906900008,000260119000015,000239790000002,000248585400017,000248235800083,A1993MR17800005,A1994NG53800005,A1956CFY3800007,000182789400009,000221578000018,A1988R311200005,A1989U244700020,000184382700012,000268911600021,000270487800006,000264412600052,,,,,,,,,,
294615800001,000283752100001,000258413600006,000171929700004,000252958600001,000243200100022,000280809900049,000245052800010,000226705600013,000255459200002,000232004800045,000292238900009,000241512400016,000258413600005,000273981100048,000284784800006,000239026400001,000239217300005,000254961500046,A1995QZ72400003,000258821000001,000228480300003,000263516200013,000268011200001,000286519400002,000182698400047,000271354900005,000249046600014,000237008000007,,
295766000001,000271237200008,000250899400021,000185275500001,A1995QV85200015,000254678100012,000221578600017,A1984TW65700010,000239355300049,000266330700020,000174999500006,000261670500010,000263639000014,,,,,,,,,,,,,,,,,,
300581700012,000241537700021,000260517100003,000184926200015,000224146400001,000236714000001,000254471100012,000221411000001,000242362900010,A1976CU99800003,000232314300016,000257074500007,000088914400011,,,,,,,,,,,,,,,,,,
300749900010,A1997WL47200002,000245869200013,000086346800004,000244382000013,000256676400029,000170489900001,A1996UZ38000003,BCI199900409250,000179798500022,A1995RN79100005,000222869600003,000256986400022,000272885400005,A1991GE60700003,000251067900015,000166140200016,000087371500002,000087703900005,000271443000003,A1995TD69100004,A1997WL47200008,000221403500008,000077680200013,000084681600006,,,,,,
302538500013,000285755100005,000241677100019,000283690900007,000221533100004,000274813800001,000236767000001,000220587800007,000180735900009,A1997XV97800008,000273069000006,000223583900012,000223899600011,000188084200005,000231224600011,000272957300004,000246909800015,000220392500008,000078769300001,000275205200011,000233515200011,000272100100027,000261521400006,000224167700003,000169293900009,000254499200001,000263516200014,000271907100003,000225487900006,,
302970900004,000294940700010,000253789000002,000247241700008,000288848800026,000294525000018,000287532900001,000289454900021,000265868800001,000268404800005,000292956800014,000176227100009,000233257000013,000254077200003,000276619700018,000262021600009,000254812600007,000288810500035,000280795900004,000272031700005,000275582200001,000250049600008,000256271100011,000253241800022,000252901700005,000296850700012,000275408200004,,,,
305584800003,000288045700008,000260518500008,000187286800009,000179732400023,000284863200087,000281605400017,A1997XE56500009,000081389200005,A1996UZ38000003,000248778500001,000258601500005,000293102200045,000176025300001,000259995700015,000236331400001,000269155600013,000188980900002,000258367800004,000251192400028,,,,,,,,,,,
317333600006,000305091800029,000263120300034,000306844500017,000182056700018,000237273400016,000310379100018,000230701200020,000295321800020,000084162100028,000303151800014,000171024400036,000177916000039,000176624700015,A1989U226100033,000230455400007,000228895100030,000088684700011,000289413600067,000263862600017,000227423200004,000235971700018,000273626400024,000302614300005,A1997WB86800004,A1997YA21100001,000228272800017,,,,
338631000095,000296280600001,000222701700001,000170489900001,000274344700002,000310323000001,000242848700001,A1994PW08300009,000302844100020,000312324300001,000305647800001,000282735500001,000305631700001,000251683400011,000306091900005,000307212800010,000305341900013,000290081900039,000317886600028,000085960100003,000256642000002,,,,,,,,,,
346767400068,000255671900010,000250395300004,000289478000050,000303906800027,000262326500025,000293920300067,000295344600027,000234724300002,000299082900002,000313316800017,000287323800023,000296480700034,000274996100009,000271529200008,000303506201077,000319353300048,000319356200014,000319540500040,000312839600019,000302699100021,000289478000009,000318702200046,000277954700026,000283256000033,000269838700054,000320194800056,000317864400048,,,
76464000012,A1991BV08V00010,A1995RL91000011,A1997WX18200010,A1995BE60M00043,A1996VQ96100007,A1995BE73M00062,A1991FY31800002,A1992JW95000013,A1996VQ96100004,,,,,,,,,,,,,,,,,,,,,
79520100003,A1997WG49000014,A1994PH35100008,A1982MY53400009,A1990ED76600012,A1994NV88500008,A1989AB81800004,A1993KL04900007,A1978EN45500012,A1994NV69700001,A1993KT88000014,A1990CJ59700015,A1991FH17500002,A1995QX94600003,,,,,,,,,,,,,,,,,
82666700004,A1995QH77200002,A1989AN72200006,A1996UQ07100002,A1993BZ56M00042,A1994BC17S00073,A1994PH20000008,A1996UR04800002,A1995QU35200006,A1995QU35200007,A1993LG46600004,A1995QZ42900001,A1997WU70300004,A1997XG68800001,A1992KC91000002,A1995RR52000002,A1997BJ56L00043,A1995RA04500002,A1996TP73500001,,,,,,,,,,,,
83616500012,A1985APP4300003,000076143400004,A1995RB26100002,A1996UP73100013,A1976BR95000001,A1981MW82200012,A1986C209600007,A1995TL87700003,A1984SD13400001,A1975V724500003,,,,,,,,,,,,,,,,,,,,
85533100009,000077983000010,A1996VJ88300009,A1996VG69500015,A1994NH76800002,A1977DK67100014,000078964900010,A1997WF96100005,A1995RT60600005,000075719800005,A1995TL84400011,A1992HZ47600008,A1992HT07500014,000082597400001,A1983RV60400010,A1996VT75200001,000072112300001,000071920700002,A1988M516400003,A1988P746100015,A1988N377200001,,,,,,,,,,
87607100008,A1996BH13L00205,A1997WV84600002,000087607100006,000072754600006,,,,,,,,,,,,,,,,,,,,,,,,,,
A1993KL35400002,A1991EW46800002,A1974R818500002,A1986AYU2800037,A19679181500004,A1978EW60300006,A1990DT16200020,A1989R820200033,A1983RV60400010,A1987K962100015,A1974U478800011,A1978FA13700005,A1984SD55100009,A1989T999200033,A1988P746100015,A1972M981700002,,,,,,,,,,,,,,,
A1994PH88700002,A19626681A00006,A1973P739300006,A1987M624800001,A1990DX68200002,A1993MK20500008,,,,,,,,,,,,,,,,,,,,,,,,,
A1994PQ99900005,A1990ED76600012,A1993KL35400002,A1989AN72200002,A1989AN72200005,A1992KA90300046,A1992GR70900006,A1986C501900005,A1993LL86300005,A1992JY14300008,,,,,,,,,,,,,,,,,,,,,
A1995RT52300017,A1985AFZ2900007,A1987L085900001,A1983SC59500018,A1993KW59200016,A1992JF87300002,,,,,,,,,,,,,,,,,,,,,,,,,
A1995RT60600002,A1985AFZ2900007,A1985AKP1500007,A1992GY62900058,A1987F565800004,A1995QQ86600008,A1977DM46400001,A1995RA60400031,A1992JR20400001,A1993MJ25700001,A1992KD33600002,A1994PF91100001,A1992JC65200003,A1995QG83300006,A1992HV72300002,A1995QQ86600007,,,,,,,,,,,,,,,
A1995RU56900003,A1994MT98700010,A1972N572600003,A1994NG27400009,A1993MB67000013,A1992HL10200015,A1990EQ71400007,A1972O072100005,A1958WX09300012,A1968A664000001,A1968C369800003,A1979HU54100006,A1993KJ68800024,A1993KG10500003,A1962C020000037,A1992JQ41500012,A1994MZ76300005,A1993LR43700051,,,,,,,,,,,,,
169227200015,A19678875200008,A1993MU54500009,A1979HM21900003,A1984SX21300012,A1981LJ80500010,,,,,,,,,,,,,,,,,,,,,,,,,
169231600017,A1989U372200007,000079244900011,A1968ZG35300008,A1982NP69600010,,,,,,,,,,,,,,,,,,,,,,,,,,
169391800006,000081412000145,000076132400002,A1997XN33400011,000081788500013,000078344100013,A1996UP50100009,A1995TA12300013,A1996BG39U00026,,,,,,,,,,,,,,,,,,,,,,
169958400007,A1997XQ39300004,A1989AN72200006,000078746500002,000076051000009,A1993LG46600004,A1997XG68800001,A1992KC91000002,000084080500003,000082666700004,000075010400007,000087124400007,000084159500015,000071321500009,A1996TP73500001,A1997YE46600010,A1997XG66700002,,,,,,,,,,,,,,
170056400001,A19667408000001,000086254700001,000076132400002,A1997WW81700008,A1995TK80100004,000072729700004,000078788900003,000078344100011,000078344100010,000171288300008,000082372100005,A1995RU56900003,A1995TD53900015,000078344100012,A1974U703600001,,,,,,,,,,,,,,,
170512400007,A1988Q997100010,A1979GY53800002,A1982NL32300028,A1985AKE5900003,A1993MD22100002,A1989AN62800003,,,,,,,,,,,,,,,,,,,,,,,,
172566600006,A1990EC03500003,A1992JW95000009,A1990CX51800001,A1994PA31600003,A1987J675000001,A1997XW95000009,A1992JW95000001,A1993MF08900003,,,,,,,,,,,,,,,,,,,,,,
173575800004,000079753100009,000076056000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173730000004,A1996BE49D00008,A1996VW90000003,000079753100004,A1993KU24200006,A1997WH85000004,000207079200015,A1993LJ94100003,A1992HB53100046,A1988R951300005,A1976CG40400004,A1996VT74800003,A1968B537000001,A1989U374600002,A1978FU79500005,,,,,,,,,,,,,,,,
175221500002,000079986000001,000075647700003,A1984TU86600021,000165592200013,000084307300005,A1996UY27000004,000085404600017,000165592200011,A1993LZ63000015,000085021700005,A1996VA56800020,000169506200002,000165593700003,000081367300007,000073999900019,000078290600023,000072740500010,000082854900015,000169073400049,000082424100014,000083858200029,000073764000024,,,,,,,,
177711000011,A1993MJ86200012,A1992JU00200008,A1993MJ75700007,000084896300069,000087580400014,A1996BF77C00037,A1985ANN3100029,A1983RP12500030,A1996VR30000011,000089779900022,A1990DM36300022,A1993LH45400014,000079019900021,A1982PP03300012,A1992JW69900022,INE:9322023,A1995RR74400004,A1994NM16200007,A1997WM08100044,A1994NQ73000001,000076004500025,A1997YD50600031,000072056400026,A1990ED24300007,A1994MY57000035,A1983QV20800033,,,,
180862400019,A1995RX35400003,A1994PE60100018,000079059900002,A1997BJ78X00013,A1982NQ21400004,000088724800011,A1996VE31800007,000074343300005,000082372100003,A1996VG34200013,,,,,,,,,,,,,,,,,,,,
180871100012,000169254100005,000076132400002,000088716800017,000075656800012,A1993MN20800001,A1997XP51900001,000078686000024,000167362000008,000072458500009,000167886700001,000075384700017,A1996BH12T00048,A1995QQ39700009,A1997BJ30G00021,000078344100012,000074343300005,000079341500064,A1997YE90500014,A1997WU72600009,A1996UD31900010,,,,,,,,,,
181131800004,000184694400063,A1996UZ38000003,000076132400002,000088385500018,000173337000001,000084339900032,A1991GP82700004,,,,,,,,,,,,,,,,,,,,,,,
181578300016,A1992HW91500015,000079244900011,000169231600017,A1982NP69600010,,,,,,,,,,,,,,,,,,,,,,,,,,
182185300003,000075647700003,A1984TU86600021,000174084700006,000084307300005,A1996UY27000004,000175913900008,000177142800004,000085021700005,000082006400013,A1996VA56800020,000090111600009,A1994MV71200005,000165593700003,000172270900009,000081367300007,000078290600023,000072740500010,000082854900015,000079041800007,000083350400004,A1994MV71200004,000083858200029,,,,,,,,
184510000006,000174574100007,A1997BH93C00053,000079296000009,000170800200014,A1996VZ15000011,A1997XB16300015,000075051900010,A1997YC74000007,000085472300002,A1992KA87100015,A1987F378500014,A1996UN61400007,A1991GP82700006,000078344100015,,,,,,,,,,,,,,,,
184977300009,A1993LD68000034,000179303900001,A1994PP36700001,000170481300006,A1970F898700005,A1996BH21V00018,000079515700007,000088551000003,A1990EC03500005,000165048700086,A1996TU31400017,000165048700093,000171891800097,000077578300006,,,,,,,,,,,,,,,,
186002400004,A1996UD41700002,000079753100009,A1995RX35400003,000083963600003,,,,,,,,,,,,,,,,,,,,,,,,,,
186378100027,A1997XU79300002,000176243200010,A1981MY37800024,000175803700001,A1991GQ99500064,A1991GQ99500065,000168679000004,000170774000010,000179263800002,A1994NC41100017,000179083800014,A1982NQ28000006,A1985AAN5700031,A1982NA89200016,A1983RS99800005,000166077200005,000182486800017,000090071100013,A1994NR17900006,000184947400009,A1996VP99000001,,,,,,,,,
187280200001,A1991EW46800002,000089425100008,000076056000015,A1996UZ38000004,000200604300007,A1989U244700020,000075118400006,000079135400001,A1993LG46600004,000088440700001,A1995RR35700011,,,,,,,,,,,,,,,,,,,
188597500005,000177934400027,000180550600015,000077934800021,000176149800010,000167697100018,000076132400002,000165770600008,000176227100009,000166358200007,A1996TT59000017,000172524500013,A1997YG73400002,000075953900032,000083883200008,000075953900031,A1993LV72300012,A1996UW87900020,000178102000003,A1996UL52600036,A1984TG80300037,A1989AF91700052,A1994ND79200011,000086278500005,000180316000017,A1996UQ76900001,,,,,
188730500022,000167137400004,000181488900054,000182662800013,000167925800022,A1994PP71300004,000178348400047,000179256000003,000071555800003,000178639700032,000182645500016,000170012100014,000087620600062,000171941000001,000180874400005,000085044900009,A1948UH03900001,000181259300024,000181488900053,000167283100024,,,,,,,,,,,
220058800014,A1994NR11000029,000088508500026,INE:12511065,000183832900070,000171021000006,000071321500009,000167760800017,000177434300004,INE:12169534,000073435300030,000084896300068,,,,,,,,,,,,,,,,,,,
220162000003,A1993MQ44300003,000170570600019,A1960CCC3600004,A1954UY91800003,A1992JJ15000006,A1968A981300001,000074761700003,,,,,,,,,,,,,,,,,,,,,,,
220838100003,000083730200007,000083238900008,000166843000011,A1996VJ21700003,000179202200004,000086357700002,000076286500005,A1996UM70500007,000090119300007,000166140200016,000077698900015,000079428800004,000089546300008,A1996TL59100001,000168977600010,000175418100007,A1992HG84500014,A1996UC32600010,000078122700013,A1997XY99500007,,,,,,,,,,
221578000029,000221578000024,000221578000026,000076132400002,A1988R311200005,000167886700001,000176503000002,,,,,,,,,,,,,,,,,,,,,,,,
222972600043,000184291700020,000176671100033,000186833000086,A1996BF68P00554,000165048700116,000176671100032,000176671100034,000176671100031,A1978FF31500001,000176671100035,A1984SM03700002,000075562200007,000171089400027,000186500200052,,,,,,,,,,,,,,,,
223737000002,A1997BJ30G00122,000166316700004,A1975AW59100001,000085546300004,000207088500003,A1996VE93900002,000171526700003,A19626729B00007,000071660600005,A1997WA61200010,000076557300010,A1996VZ27300012,000182961300007,000087741800011,A1993KZ51300009,A1997XM69300004,A1997BJ30G00021,000074947400006,000071872400003,000071872400004,,,,,,,,,,
224323800029,000088654300002,A1996UG54300004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228021300003,A1992HL54300001,000076132400002,A1994PT76100008,A1969E124000008,A1971M104800005,A1992HQ52600003,A1997YC83400007,000075794400021,,,,,,,,,,,,,,,,,,,,,,
228207700003,A1996VF44600003,A1991GR61500005,000076132400002,A1987J008900007,000169203900010,A1986D504900001,A1992HX24400004,A1990DK92500001,000085682400001,A1992HX63800001,A1988R085000001,A1977ES83600001,A1988M846100002,A1989AX88500005,A1994PY03100001,000087664900003,A1976CU20200001,000178464600048,000169885000002,000082372100002,,,,,,,,,,
